Geneset	Genes
CMC Downregulated Genes	PPT1
CMC Downregulated Genes	SLC25A14
CMC Downregulated Genes	SLC10A4
CMC Downregulated Genes	ZNF551
CMC Downregulated Genes	POLR3H
CMC Downregulated Genes	ABHD16A
CMC Downregulated Genes	ACAD9
CMC Downregulated Genes	GNAL
CMC Downregulated Genes	HYOU1
CMC Downregulated Genes	POLR2I
CMC Downregulated Genes	CASQ1
CMC Downregulated Genes	PEX5
CMC Downregulated Genes	RASGRP1
CMC Downregulated Genes	EIF2AK4
CMC Downregulated Genes	RAB15
CMC Downregulated Genes	YIPF2
CMC Downregulated Genes	KCNJ8
CMC Downregulated Genes	NTMT1
CMC Downregulated Genes	TMEM9
CMC Downregulated Genes	RAB1A
CMC Downregulated Genes	C1orf52
CMC Downregulated Genes	RNF14
CMC Downregulated Genes	MOXD1
CMC Downregulated Genes	LINC00888
CMC Downregulated Genes	AMIGO1
CMC Downregulated Genes	TMLHE
CMC Downregulated Genes	AHCY
CMC Downregulated Genes	UMODL1-AS1
CMC Downregulated Genes	EIF2S2
CMC Downregulated Genes	RAB12
CMC Downregulated Genes	ZNF622
CMC Downregulated Genes	PTS
CMC Downregulated Genes	TOPAZ1
CMC Downregulated Genes	GPHN
CMC Downregulated Genes	DHTKD1
CMC Downregulated Genes	POLE3
CMC Downregulated Genes	CCDC80
CMC Downregulated Genes	C1orf74
CMC Downregulated Genes	CABP1
CMC Downregulated Genes	MSANTD4
CMC Downregulated Genes	SLC16A6
CMC Downregulated Genes	TRAPPC4
CMC Downregulated Genes	MTPN
CMC Downregulated Genes	HMGCR
CMC Downregulated Genes	PEF1
CMC Downregulated Genes	BECN1
CMC Downregulated Genes	DLAT
CMC Downregulated Genes	ZNF252P
CMC Downregulated Genes	ATP2B1
CMC Downregulated Genes	UQCR10
CMC Downregulated Genes	CCDC34
CMC Downregulated Genes	PDGFD
CMC Downregulated Genes	RGS5
CMC Downregulated Genes	LIMS2
CMC Downregulated Genes	RNF187
CMC Downregulated Genes	DOLPP1
CMC Downregulated Genes	NUDT15
CMC Downregulated Genes	PCMT1
CMC Downregulated Genes	TUSC3
CMC Downregulated Genes	RPL14
CMC Downregulated Genes	NDUFC2
CMC Downregulated Genes	AP2S1
CMC Downregulated Genes	CFAP52
CMC Downregulated Genes	TOMM5
CMC Downregulated Genes	GUCA1A
CMC Downregulated Genes	UBR1
CMC Downregulated Genes	COA6
CMC Downregulated Genes	RBP4
CMC Downregulated Genes	THY1
CMC Downregulated Genes	CCT2
CMC Downregulated Genes	PMPCA
CMC Downregulated Genes	POLR2K
CMC Downregulated Genes	ARHGAP5-AS1
CMC Downregulated Genes	CDH9
CMC Downregulated Genes	MTX2
CMC Downregulated Genes	IL17RD
CMC Downregulated Genes	CRYM
CMC Downregulated Genes	LINGO2
CMC Downregulated Genes	NTRK2
CMC Downregulated Genes	DOK4
CMC Downregulated Genes	PTPRR
CMC Downregulated Genes	UBAP1
CMC Downregulated Genes	CLIC5
CMC Downregulated Genes	SNRPD2
CMC Downregulated Genes	TMEM181
CMC Downregulated Genes	UAP1
CMC Downregulated Genes	SLC35C2
CMC Downregulated Genes	JAG1
CMC Downregulated Genes	LYSMD1
CMC Downregulated Genes	VPS45
CMC Downregulated Genes	TPRG1L
CMC Downregulated Genes	RPSA
CMC Downregulated Genes	KCTD15
CMC Downregulated Genes	NOP16
CMC Downregulated Genes	ETFA
CMC Downregulated Genes	GRIA4
CMC Downregulated Genes	MAPKAP1
CMC Downregulated Genes	UCK2
CMC Downregulated Genes	CCDC181
CMC Downregulated Genes	ILDR2
CMC Downregulated Genes	OPA1
CMC Downregulated Genes	NAT14
CMC Downregulated Genes	GPR176
CMC Downregulated Genes	PDCD2
CMC Downregulated Genes	SH3BP5L
CMC Downregulated Genes	PDZD7
CMC Downregulated Genes	MOAP1
CMC Downregulated Genes	SNUPN
CMC Downregulated Genes	SPATS2
CMC Downregulated Genes	ELOF1
CMC Downregulated Genes	CCDC89
CMC Downregulated Genes	XRCC6
CMC Downregulated Genes	SLC20A1
CMC Downregulated Genes	ZNF442
CMC Downregulated Genes	SLC37A3
CMC Downregulated Genes	APEH
CMC Downregulated Genes	MCRIP1
CMC Downregulated Genes	ENDOV
CMC Downregulated Genes	ARHGAP36
CMC Downregulated Genes	ZMYND19
CMC Downregulated Genes	WDR45
CMC Downregulated Genes	MEMO1
CMC Downregulated Genes	EMC9
CMC Downregulated Genes	REEP2
CMC Downregulated Genes	DYNC1LI1
CMC Downregulated Genes	PIPOX
CMC Downregulated Genes	WDR82
CMC Downregulated Genes	PDE4C
CMC Downregulated Genes	STPG1
CMC Downregulated Genes	SEC23A
CMC Downregulated Genes	SPIRE1
CMC Downregulated Genes	RXRG
CMC Downregulated Genes	HSBP1
CMC Downregulated Genes	LINC01351
CMC Downregulated Genes	PPM1G
CMC Downregulated Genes	UBE2N
CMC Downregulated Genes	ATXN10
CMC Downregulated Genes	WRNIP1
CMC Downregulated Genes	RNF121
CMC Downregulated Genes	EXOC2
CMC Downregulated Genes	NDUFB1
CMC Downregulated Genes	CBLN2
CMC Downregulated Genes	MSANTD3
CMC Downregulated Genes	MTURN
CMC Downregulated Genes	APOO
CMC Downregulated Genes	NCBP1
CMC Downregulated Genes	SLC9A7
CMC Downregulated Genes	FRMPD2
CMC Downregulated Genes	COG4
CMC Downregulated Genes	MRFAP1L1
CMC Downregulated Genes	MRPL47
CMC Downregulated Genes	RALBP1
CMC Downregulated Genes	BEX4
CMC Downregulated Genes	CASK
CMC Downregulated Genes	TXNDC17
CMC Downregulated Genes	TSPAN3
CMC Downregulated Genes	B3GAT3
CMC Downregulated Genes	GNPAT
CMC Downregulated Genes	PHB2
CMC Downregulated Genes	RSPH3
CMC Downregulated Genes	ZNF627
CMC Downregulated Genes	PNPLA8
CMC Downregulated Genes	TRIM37
CMC Downregulated Genes	NDN
CMC Downregulated Genes	FRMPD4
CMC Downregulated Genes	SNRPC
CMC Downregulated Genes	ARPC1A
CMC Downregulated Genes	PRDX5
CMC Downregulated Genes	ELMO2
CMC Downregulated Genes	NPTX2
CMC Downregulated Genes	TOR1A
CMC Downregulated Genes	TEK
CMC Downregulated Genes	PGM1
CMC Downregulated Genes	C19orf12
CMC Downregulated Genes	NDUFB10
CMC Downregulated Genes	NT5M
CMC Downregulated Genes	TCERG1L
CMC Downregulated Genes	THOC3
CMC Downregulated Genes	ZNF304
CMC Downregulated Genes	L3MBTL2
CMC Downregulated Genes	CYB5B
CMC Downregulated Genes	RHEBL1
CMC Downregulated Genes	NDUFV3
CMC Downregulated Genes	WDR41
CMC Downregulated Genes	GFOD2
CMC Downregulated Genes	MAP4
CMC Downregulated Genes	IL27RA
CMC Downregulated Genes	ENPP5
CMC Downregulated Genes	NECAB3
CMC Downregulated Genes	ADGRB3
CMC Downregulated Genes	MALSU1
CMC Downregulated Genes	LAMB3
CMC Downregulated Genes	ADRA2A
CMC Downregulated Genes	ASPDH
CMC Downregulated Genes	DRD1
CMC Downregulated Genes	CYCS
CMC Downregulated Genes	ASPHD2
CMC Downregulated Genes	SENP5
CMC Downregulated Genes	RUVBL2
CMC Downregulated Genes	ZNF415
CMC Downregulated Genes	RIOK1
CMC Downregulated Genes	FUNDC1
CMC Downregulated Genes	TCEAL6
CMC Downregulated Genes	UBE2A
CMC Downregulated Genes	EDF1
CMC Downregulated Genes	RAB35
CMC Downregulated Genes	CCDC113
CMC Downregulated Genes	FJX1
CMC Downregulated Genes	USP46
CMC Downregulated Genes	MMS19
CMC Downregulated Genes	ITGB1BP1
CMC Downregulated Genes	OPN3
CMC Downregulated Genes	METTL2A
CMC Downregulated Genes	OTUD6B-AS1
CMC Downregulated Genes	ATL1
CMC Downregulated Genes	EXTL2
CMC Downregulated Genes	ZNF805
CMC Downregulated Genes	RAB40C
CMC Downregulated Genes	TMEM198
CMC Downregulated Genes	PSMD1
CMC Downregulated Genes	ISCU
CMC Downregulated Genes	TDRD7
CMC Downregulated Genes	NAIF1
CMC Downregulated Genes	KLHL23
CMC Downregulated Genes	GPX4
CMC Downregulated Genes	GANAB
CMC Downregulated Genes	PLCB1
CMC Downregulated Genes	C1QBP
CMC Downregulated Genes	ADCY8
CMC Downregulated Genes	USP39
CMC Downregulated Genes	SRR
CMC Downregulated Genes	COPB2
CMC Downregulated Genes	GCNT2
CMC Downregulated Genes	HBS1L
CMC Downregulated Genes	CHL1
CMC Downregulated Genes	CDIPT
CMC Downregulated Genes	ERP29
CMC Downregulated Genes	EIF5
CMC Downregulated Genes	SLC22A3
CMC Downregulated Genes	ROBO1
CMC Downregulated Genes	AIG1
CMC Downregulated Genes	MCFD2
CMC Downregulated Genes	HSD11B1L
CMC Downregulated Genes	PPP2R5C
CMC Downregulated Genes	EBP
CMC Downregulated Genes	MTCH2
CMC Downregulated Genes	HSPD1
CMC Downregulated Genes	LAMTOR3
CMC Downregulated Genes	SLC6A1
CMC Downregulated Genes	KATNAL1
CMC Downregulated Genes	OAT
CMC Downregulated Genes	MME
CMC Downregulated Genes	UBE2M
CMC Downregulated Genes	KIF21A
CMC Downregulated Genes	LARS2
CMC Downregulated Genes	LDHB
CMC Downregulated Genes	MYL6B
CMC Downregulated Genes	HS3ST1
CMC Downregulated Genes	MAZ
CMC Downregulated Genes	RPS3AP5
CMC Downregulated Genes	RPP40
CMC Downregulated Genes	ALAS1
CMC Downregulated Genes	TMEM9B
CMC Downregulated Genes	LLPH
CMC Downregulated Genes	IL17D
CMC Downregulated Genes	MPZL3
CMC Downregulated Genes	UBE2T
CMC Downregulated Genes	LYPD5
CMC Downregulated Genes	WNT16
CMC Downregulated Genes	DNAJA1
CMC Downregulated Genes	POLR2C
CMC Downregulated Genes	SLC35B4
CMC Downregulated Genes	XRCC4
CMC Downregulated Genes	DLGAP1-AS4
CMC Downregulated Genes	PCP4
CMC Downregulated Genes	DGCR6L
CMC Downregulated Genes	FERMT1
CMC Downregulated Genes	NSF
CMC Downregulated Genes	FGD6
CMC Downregulated Genes	GAPDH
CMC Downregulated Genes	NPRL2
CMC Downregulated Genes	TTC19
CMC Downregulated Genes	NDUFS2
CMC Downregulated Genes	CDH11
CMC Downregulated Genes	DCUN1D3
CMC Downregulated Genes	RELL2
CMC Downregulated Genes	MTMR9
CMC Downregulated Genes	SLC35G2
CMC Downregulated Genes	TPST2
CMC Downregulated Genes	NKIRAS1
CMC Downregulated Genes	WDR12
CMC Downregulated Genes	COX14
CMC Downregulated Genes	WDR46
CMC Downregulated Genes	HSPA7
CMC Downregulated Genes	PRKRA
CMC Downregulated Genes	MED28
CMC Downregulated Genes	ECSIT
CMC Downregulated Genes	RAB3GAP1
CMC Downregulated Genes	KCNJ11
CMC Downregulated Genes	BLM
CMC Downregulated Genes	OLFM3
CMC Downregulated Genes	SULT1C4
CMC Downregulated Genes	RIMS3
CMC Downregulated Genes	DNAJA2
CMC Downregulated Genes	NDUFA4
CMC Downregulated Genes	NDNF
CMC Downregulated Genes	TBRG1
CMC Downregulated Genes	POLR2F
CMC Downregulated Genes	PTPRO
CMC Downregulated Genes	UROD
CMC Downregulated Genes	SNRK
CMC Downregulated Genes	RPRD1A
CMC Downregulated Genes	PRLHR
CMC Downregulated Genes	NDUFB4
CMC Downregulated Genes	CCT3
CMC Downregulated Genes	NDUFS3
CMC Downregulated Genes	RPL13AP5
CMC Downregulated Genes	NBL1
CMC Downregulated Genes	SUDS3
CMC Downregulated Genes	RPS26
CMC Downregulated Genes	PLCH2
CMC Downregulated Genes	NDUFA5
CMC Downregulated Genes	C17orf58
CMC Downregulated Genes	CCT7
CMC Downregulated Genes	ATF7IP2
CMC Downregulated Genes	SERPINE2
CMC Downregulated Genes	PANK1
CMC Downregulated Genes	CYC1
CMC Downregulated Genes	TRIB3
CMC Downregulated Genes	MAP2K4
CMC Downregulated Genes	HECTD1
CMC Downregulated Genes	CHCHD1
CMC Downregulated Genes	ERGIC2
CMC Downregulated Genes	BEX2
CMC Downregulated Genes	F8
CMC Downregulated Genes	OPTN
CMC Downregulated Genes	SMOC2
CMC Downregulated Genes	RAB40B
CMC Downregulated Genes	VTA1
CMC Downregulated Genes	TMEM121
CMC Downregulated Genes	UBE2F
CMC Downregulated Genes	EXT1
CMC Downregulated Genes	SMIM10L2B
CMC Downregulated Genes	YIPF3
CMC Downregulated Genes	IGSF1
CMC Downregulated Genes	CNTN4
CMC Downregulated Genes	PAMR1
CMC Downregulated Genes	MARK1
CMC Downregulated Genes	C3orf18
CMC Downregulated Genes	EIF2S3
CMC Downregulated Genes	HOOK3
CMC Downregulated Genes	CHMP4A
CMC Downregulated Genes	PARG
CMC Downregulated Genes	MRPS18C
CMC Downregulated Genes	TUNAR
CMC Downregulated Genes	XPO5
CMC Downregulated Genes	IFT46
CMC Downregulated Genes	WNT7B
CMC Downregulated Genes	FDPS
CMC Downregulated Genes	GNL3
CMC Downregulated Genes	NEDD8
CMC Downregulated Genes	RBSN
CMC Downregulated Genes	WNT10B
CMC Downregulated Genes	GSKIP
CMC Downregulated Genes	MYO5B
CMC Downregulated Genes	TTC1
CMC Downregulated Genes	UBE2Q2
CMC Downregulated Genes	POMC
CMC Downregulated Genes	PSMC2
CMC Downregulated Genes	TMEM222
CMC Downregulated Genes	YRDC
CMC Downregulated Genes	COX6A1
CMC Downregulated Genes	ARMCX1
CMC Downregulated Genes	SLC8A1
CMC Downregulated Genes	TTC30A
CMC Downregulated Genes	FH
CMC Downregulated Genes	ZNF32
CMC Downregulated Genes	SDHAF4
CMC Downregulated Genes	PES1
CMC Downregulated Genes	SDCCAG8
CMC Downregulated Genes	THYN1
CMC Downregulated Genes	TIMM13
CMC Downregulated Genes	TMEM240
CMC Downregulated Genes	PSMA1
CMC Downregulated Genes	PDCD6
CMC Downregulated Genes	SRP54
CMC Downregulated Genes	HEATR5B
CMC Downregulated Genes	ATP6V0B
CMC Downregulated Genes	RPRM
CMC Downregulated Genes	CINP
CMC Downregulated Genes	IDH3A
CMC Downregulated Genes	DCTN1
CMC Downregulated Genes	PEBP1
CMC Downregulated Genes	SENP3
CMC Downregulated Genes	UBE2E3
CMC Downregulated Genes	NIFK
CMC Downregulated Genes	NDUFB5
CMC Downregulated Genes	FKBPL
CMC Downregulated Genes	STOML1
CMC Downregulated Genes	ATP6V1G1
CMC Downregulated Genes	RPL26L1
CMC Downregulated Genes	GGCX
CMC Downregulated Genes	TRHDE
CMC Downregulated Genes	EXOC6
Gibbs Upregulated Genes	ARHGEF6
Gibbs Upregulated Genes	IL13RA1
Gibbs Upregulated Genes	LCP1
Gibbs Upregulated Genes	C1orf162
Gibbs Upregulated Genes	ELK1
Gibbs Upregulated Genes	MS4A6A
Gibbs Upregulated Genes	CLASP1
Gibbs Upregulated Genes	ANAPC16
Gibbs Upregulated Genes	ADORA3
Gibbs Upregulated Genes	TLR5
Gibbs Upregulated Genes	C2CD2
Gibbs Upregulated Genes	VNN2
Gibbs Upregulated Genes	TRRAP
Gibbs Upregulated Genes	GSTM3
Gibbs Upregulated Genes	MT1F
Gibbs Upregulated Genes	CYYR1
Gibbs Upregulated Genes	RNASET2
Gibbs Upregulated Genes	TMEM145
Gibbs Upregulated Genes	GMPR
Gibbs Upregulated Genes	STEAP3
Gibbs Upregulated Genes	CLEC16A
Gibbs Upregulated Genes	TAF4
Gibbs Upregulated Genes	ITGA8
Gibbs Upregulated Genes	GPR180
Gibbs Upregulated Genes	INO80D
Gibbs Upregulated Genes	IGFBP3
Gibbs Upregulated Genes	SPECC1L
Gibbs Upregulated Genes	HLA-DMB
Gibbs Upregulated Genes	BCL9
Gibbs Upregulated Genes	HCLS1
Gibbs Upregulated Genes	SIRPA
Gibbs Upregulated Genes	IFT74
Gibbs Upregulated Genes	SETD1A
Gibbs Upregulated Genes	DNALI1
Gibbs Upregulated Genes	CP
Gibbs Upregulated Genes	ABCA1
Gibbs Upregulated Genes	MED12
Gibbs Upregulated Genes	GPSM3
Gibbs Upregulated Genes	ZHX1
Gibbs Upregulated Genes	CDA
Gibbs Upregulated Genes	S100A8
Gibbs Upregulated Genes	RHBDF2
Gibbs Upregulated Genes	S100A9
Gibbs Upregulated Genes	ARHGDIB
Gibbs Upregulated Genes	ADAM22
Gibbs Upregulated Genes	RNASE4
Gibbs Upregulated Genes	GMIP
Gibbs Upregulated Genes	SORBS1
Gibbs Upregulated Genes	RNF19A
Gibbs Upregulated Genes	ZNHIT6
Gibbs Upregulated Genes	TTC5
Gibbs Upregulated Genes	GJA4
Gibbs Upregulated Genes	ATXN3
Gibbs Upregulated Genes	LST1
Gibbs Upregulated Genes	YY1
Gibbs Upregulated Genes	CCDC149
Gibbs Upregulated Genes	RNF135
Gibbs Upregulated Genes	OSBPL11
Gibbs Upregulated Genes	TFAM
Gibbs Upregulated Genes	TAF1C
Gibbs Upregulated Genes	INPP5D
Gibbs Upregulated Genes	METTL7B
Gibbs Upregulated Genes	BCL2L13
Gibbs Upregulated Genes	GIMAP4
Gibbs Upregulated Genes	ADCY3
Gibbs Upregulated Genes	NINJ1
Gibbs Upregulated Genes	POLG
Gibbs Upregulated Genes	LIMK1
Gibbs Upregulated Genes	MTMR10
Gibbs Upregulated Genes	CIC
Gibbs Upregulated Genes	ANG
Gibbs Upregulated Genes	SCIN
Gibbs Upregulated Genes	DSE
Gibbs Upregulated Genes	AMIGO1
Gibbs Upregulated Genes	NCOA1
Gibbs Upregulated Genes	ZNF69
Gibbs Upregulated Genes	MKLN1
Gibbs Upregulated Genes	ZHX3
Gibbs Upregulated Genes	BHLHE41
Gibbs Upregulated Genes	LSM11
Gibbs Upregulated Genes	RING1
Gibbs Upregulated Genes	C7orf26
Gibbs Upregulated Genes	TMX1
Gibbs Upregulated Genes	ID4
Gibbs Upregulated Genes	TGM2
Gibbs Upregulated Genes	RFX1
Gibbs Upregulated Genes	CNOT11
Gibbs Upregulated Genes	NAPG
Gibbs Upregulated Genes	SYNJ2BP
Gibbs Upregulated Genes	IL18RAP
Gibbs Upregulated Genes	PIAS3
Gibbs Upregulated Genes	SF3A3
Gibbs Upregulated Genes	FAM214B
Gibbs Upregulated Genes	MALT1
Gibbs Upregulated Genes	ZNF398
Gibbs Upregulated Genes	ZNF562
Gibbs Upregulated Genes	PLEKHA6
Gibbs Upregulated Genes	LRRC37B
Gibbs Upregulated Genes	HCST
Gibbs Upregulated Genes	CNST
Gibbs Upregulated Genes	BRAT1
Gibbs Upregulated Genes	ARHGAP27
Gibbs Upregulated Genes	CPEB3
Gibbs Upregulated Genes	ARL5A
Gibbs Upregulated Genes	VWF
Gibbs Upregulated Genes	UBE4B
Gibbs Upregulated Genes	FCN1
Gibbs Upregulated Genes	LRRC45
Gibbs Upregulated Genes	EVI2B
Gibbs Upregulated Genes	CLEC5A
Gibbs Upregulated Genes	GLE1
Gibbs Upregulated Genes	ID3
Gibbs Upregulated Genes	C3AR1
Gibbs Upregulated Genes	MTMR11
Gibbs Upregulated Genes	TNK2
Gibbs Upregulated Genes	CD86
Gibbs Upregulated Genes	FAM104A
Gibbs Upregulated Genes	PCF11
Gibbs Upregulated Genes	SIGLEC6
Gibbs Upregulated Genes	RAX2
Gibbs Upregulated Genes	DCLRE1C
Gibbs Upregulated Genes	UBXN2A
Gibbs Upregulated Genes	PPP1R16B
Gibbs Upregulated Genes	KCTD9
Gibbs Upregulated Genes	MOGAT1
Gibbs Upregulated Genes	SMAD2
Gibbs Upregulated Genes	PPARGC1A
Gibbs Upregulated Genes	ADH1A
Gibbs Upregulated Genes	UHRF1
Gibbs Upregulated Genes	ASCL1
Gibbs Upregulated Genes	EVI5
Gibbs Upregulated Genes	LYL1
Gibbs Upregulated Genes	SYF2
Gibbs Upregulated Genes	STIL
Gibbs Upregulated Genes	ZNF438
Gibbs Upregulated Genes	DBN1
Gibbs Upregulated Genes	BRAF
Gibbs Upregulated Genes	LY96
Gibbs Upregulated Genes	SETD6
Gibbs Upregulated Genes	SMAD5
Gibbs Upregulated Genes	FCHO2
Gibbs Upregulated Genes	TMEM119
Gibbs Upregulated Genes	IGSF6
Gibbs Upregulated Genes	MAP3K10
Gibbs Upregulated Genes	GRAMD1A
Gibbs Upregulated Genes	RYK
Gibbs Upregulated Genes	RHBDL3
Gibbs Upregulated Genes	VSIG4
Gibbs Upregulated Genes	CNOT1
Gibbs Upregulated Genes	AUTS2
Gibbs Upregulated Genes	HLA-DOA
Gibbs Upregulated Genes	ARHGAP39
Gibbs Upregulated Genes	SLC16A9
Gibbs Upregulated Genes	LMNB2
Gibbs Upregulated Genes	RBM15
Gibbs Upregulated Genes	MFNG
Gibbs Upregulated Genes	PHYHD1
Gibbs Upregulated Genes	RGS17
Gibbs Upregulated Genes	ZFP90
Gibbs Upregulated Genes	RBM48
Gibbs Upregulated Genes	MAP9
Gibbs Upregulated Genes	SUZ12
Gibbs Upregulated Genes	AMMECR1
Gibbs Upregulated Genes	TBXAS1
Gibbs Upregulated Genes	EIF3E
Gibbs Upregulated Genes	TICAM2
Gibbs Upregulated Genes	SLC37A4
Gibbs Upregulated Genes	IFNGR1
Gibbs Upregulated Genes	EIF2AK2
Gibbs Upregulated Genes	PHKA2
Gibbs Upregulated Genes	SLC7A1
Gibbs Upregulated Genes	CARD9
Gibbs Upregulated Genes	FGD3
Gibbs Upregulated Genes	RSBN1
Gibbs Upregulated Genes	PI4KB
Gibbs Upregulated Genes	RPS6KA1
Gibbs Upregulated Genes	ALOX5AP
Gibbs Upregulated Genes	FAF2
Gibbs Upregulated Genes	STAT6
Gibbs Upregulated Genes	MED13L
Gibbs Upregulated Genes	RORB
Gibbs Upregulated Genes	ANTXR2
Gibbs Upregulated Genes	IRAK1BP1
Gibbs Upregulated Genes	TMEM115
Gibbs Upregulated Genes	SUOX
Gibbs Upregulated Genes	PLCE1
Gibbs Upregulated Genes	CSF1R
Gibbs Upregulated Genes	ANXA3
Gibbs Upregulated Genes	SLC15A3
Gibbs Upregulated Genes	SLC18B1
Gibbs Upregulated Genes	ADD1
Gibbs Upregulated Genes	TRAM1
Gibbs Upregulated Genes	SSPN
Gibbs Upregulated Genes	LAMC1
Gibbs Upregulated Genes	FZD9
Gibbs Upregulated Genes	LILRA2
Gibbs Upregulated Genes	PTPN6
Gibbs Upregulated Genes	GNS
Gibbs Upregulated Genes	DSC2
Gibbs Upregulated Genes	NCF4
Gibbs Upregulated Genes	SLC52A3
Gibbs Upregulated Genes	TMEM43
Gibbs Upregulated Genes	PPFIA1
Gibbs Upregulated Genes	ZNF606
Gibbs Upregulated Genes	RIN2
Gibbs Upregulated Genes	FEM1C
Gibbs Upregulated Genes	SCN1A
Gibbs Upregulated Genes	PRKCA
Gibbs Upregulated Genes	TRABD
Gibbs Upregulated Genes	STRADB
Gibbs Upregulated Genes	SMAD6
Gibbs Upregulated Genes	RAB33B
Gibbs Upregulated Genes	ENKD1
Gibbs Upregulated Genes	LIN9
Gibbs Upregulated Genes	RAB10
Gibbs Upregulated Genes	RNASE3
Gibbs Upregulated Genes	CRLF3
Gibbs Upregulated Genes	ETV6
Gibbs Upregulated Genes	KLF15
Gibbs Upregulated Genes	ANGPT1
Gibbs Upregulated Genes	SIRT1
Gibbs Upregulated Genes	INTS9
Gibbs Upregulated Genes	MYBPC1
Gibbs Upregulated Genes	NCOA4
Gibbs Upregulated Genes	KRBA1
Gibbs Upregulated Genes	PRSS23
Gibbs Upregulated Genes	ZNF746
Gibbs Upregulated Genes	TMEM204
Gibbs Upregulated Genes	MAP3K8
Gibbs Upregulated Genes	HAUS2
Gibbs Upregulated Genes	DGKB
Gibbs Upregulated Genes	FZD10
Gibbs Upregulated Genes	SLCO4A1
Gibbs Upregulated Genes	SLC19A3
Gibbs Upregulated Genes	CAPS
Gibbs Upregulated Genes	MIS18BP1
Gibbs Upregulated Genes	CELSR3
Gibbs Upregulated Genes	CLCN7
Gibbs Upregulated Genes	PIGV
Gibbs Upregulated Genes	RBM17
Gibbs Upregulated Genes	DCAF12
Gibbs Upregulated Genes	TXNIP
Gibbs Upregulated Genes	PEX11A
Gibbs Upregulated Genes	CPSF1
Gibbs Upregulated Genes	CMTM8
Gibbs Upregulated Genes	LHFPL2
Gibbs Upregulated Genes	COMMD5
Gibbs Upregulated Genes	IST1
Gibbs Upregulated Genes	GABRB1
Gibbs Upregulated Genes	CEBPA
Gibbs Upregulated Genes	NXT2
Gibbs Upregulated Genes	HAVCR2
Gibbs Upregulated Genes	ZNF223
Gibbs Upregulated Genes	SCARB1
Gibbs Upregulated Genes	CHD9
Gibbs Upregulated Genes	EIF2AK4
Gibbs Upregulated Genes	STK4
Gibbs Upregulated Genes	FGF17
Gibbs Upregulated Genes	ZNF217
Gibbs Upregulated Genes	ZBTB40
Gibbs Upregulated Genes	CRTAP
Gibbs Upregulated Genes	RNASE6
Gibbs Upregulated Genes	SWAP70
Gibbs Upregulated Genes	ABCB7
Gibbs Upregulated Genes	ANTXR1
Gibbs Upregulated Genes	ZBED1
Gibbs Upregulated Genes	ZNF341
Gibbs Upregulated Genes	FKBP5
Gibbs Upregulated Genes	DDIT4L
Gibbs Upregulated Genes	CDK13
Gibbs Upregulated Genes	RUNDC3B
Gibbs Upregulated Genes	KMT2B
Gibbs Upregulated Genes	PBLD
Gibbs Upregulated Genes	ZBTB33
Gibbs Upregulated Genes	DOCK2
Gibbs Upregulated Genes	GFOD1
Gibbs Upregulated Genes	SYNC
Gibbs Upregulated Genes	NUP205
Gibbs Upregulated Genes	GCC1
Gibbs Upregulated Genes	ZNF136
Gibbs Upregulated Genes	LPP
Gibbs Upregulated Genes	MUC1
Gibbs Upregulated Genes	RAC2
Gibbs Upregulated Genes	EFHC2
Gibbs Upregulated Genes	IGF2R
Gibbs Upregulated Genes	CHSY1
Gibbs Upregulated Genes	ZNF786
Gibbs Upregulated Genes	ITGB2
Gibbs Upregulated Genes	RAF1
Gibbs Upregulated Genes	IL17RB
Gibbs Upregulated Genes	A2M
Gibbs Upregulated Genes	RPL14
Gibbs Upregulated Genes	ACVR1
Gibbs Upregulated Genes	SF3B2
Gibbs Upregulated Genes	CYTL1
Gibbs Upregulated Genes	HSD17B7
Gibbs Upregulated Genes	CXCL16
Gibbs Upregulated Genes	ELOVL7
Gibbs Upregulated Genes	ZNF175
